class	subscriber	message_body	timestamp	type
0	3	"I just have to grade a few more things, not too much. amber has to finish her paper."	5/12/11 19:38	Outgoing
0	3	Want me to call when I'm done?	5/12/11 19:38	Outgoing
0	3	U guys potentially want to do something?	5/12/11 19:40	Incoming
0	3	"amber no, but I am prob down for sumthin in a lil bit"	5/12/11 19:40	Outgoing
0	3	Know any good fishing spots?	5/12/11 21:14	Incoming
0	3	"Nope, nothing public"	5/12/11 21:14	Outgoing
0	3	"Just finished, but I'm pretty tired man"	5/12/11 21:23	Outgoing
0	3	What are the dates you are going to DC again?	5/13/11 12:44	Incoming
1	3	feeling sim patico?	5/13/11 12:49	Outgoing
0	3	the lounge event tonight	5/13/11 15:28	Incoming
0	3	Cool will try to make it	5/13/11 15:33	Outgoing
0	3	U hungry?	5/14/11 18:09	Outgoing
0	3	"Had a big pizza earlier, where are ya thinken?"	5/14/11 18:14	Incoming
1	3	I am hungry .. Munchies haha .. Joint and a burrito please	5/14/11 18:15	Outgoing
0	3	I'm game for whatever	5/14/11 18:15	Outgoing
0	3	"Same here, any ideas?"	5/14/11 18:17	Incoming
0	3	"Hmm, what about bdubs?"	5/14/11 18:17	Outgoing
0	3	Which one?	5/14/11 18:18	Incoming
0	3	I like by u the best	5/14/11 18:18	Outgoing
0	3	chicago?	5/14/11 18:20	Incoming
0	3	"chicago, not far"	5/14/11 18:21	Outgoing
0	3	"Coo, what time u going to be up there? Is amber joining us?"	5/14/11 18:22	Incoming
0	3	Amber is out of town	5/14/11 18:22	Outgoing
0	3	I will leave in a bit. Want me to call when close to ur house or pick u up on the way?	5/14/11 18:23	Outgoing
0	3	Sure	5/14/11 18:26	Incoming
0	3	K cu in a few	5/14/11 18:26	Outgoing
0	3	Have ya left yet?	5/14/11 18:58	Incoming
0	3	Yup on 30	5/14/11 18:58	Outgoing
0	3	Passing Columbia	5/14/11 18:59	Outgoing
0	3	"Yo, u still down for grappling?"	5/15/11 11:10	Outgoing
0	3	"I have some work to get caught up on today, next week for sure. When do u go back to school?"	5/15/11 11:51	Incoming
0	3	Tomorrow lol	5/15/11 11:52	Outgoing
0	13	I come out there once in a while due to gas prices and didnt come early hope i did not a fend you if you dont want me at your home i wont come again love dad	5/16/11 9:30	Incoming
0	13	"Not a big deal, but call before you come over"	5/16/11 9:36	Outgoing
0	1	I am gonna head to OC around 9:30	5/16/11 20:56	Outgoing
0	1	Hmmm I think I am going to stay home I'm already in pajamas and comfortable thank you though	5/16/11 20:58	Incoming
0	1	Lol k no prob	5/16/11 21:00	Outgoing
0	1	Thank you though	5/16/11 21:00	Incoming
0	14	So apparently u know Jane Doe too lol	5/18/11 9:10	Outgoing
0	14	Small world	5/18/11 9:10	Outgoing
0	14	Very small. She speaks very highly of you. You should be proud everyone that knows you talks of how wonderful you are.	5/18/11 9:13	Incoming
0	14	It makes me feel good to be related. I hope all is well. We still have to get together.	5/18/11 9:13	Incoming
0	14	Lol and  the same for you. Bill's a good friend.	5/18/11 9:14	Outgoing
0	14	Yeah we do	5/18/11 9:14	Outgoing
0	14	amber finally graduated so at least one of us is no longer quite as busy lol	5/18/11 9:15	Outgoing
0	14	Nice. I think she was working on plans with jennifer.	5/18/11 9:17	Incoming
0	14	"K good. Scheduling isn't my thing usually. Even tho we have a shared calendar, she likes to keep important stuff in her head and not on the calendar for some reason lol"	5/18/11 9:45	Outgoing
0	1	Yo where u guys at?	5/19/11 21:06	Outgoing
0	1	U hanging out with Mike and Marvin?	5/19/11 21:08	Outgoing
0	1	We're at b w s eating 	5/19/11 21:29	Incoming
0	1	"U gonna be there awhile, and if so, which bdubs?"	5/19/11 21:30	Outgoing
0	1	Yeah	5/19/11 22:04	Incoming
0	1	We are gng up to hooters	5/19/11 23:08	Incoming
0	1	K	5/19/11 23:09	Outgoing
0	1	U cmmng up	5/19/11 23:33	Incoming
0	1	Yeah	5/19/11 23:37	Outgoing
0	1	K	5/19/11 23:42	Incoming
0	1	Foggy	5/19/11 23:48	Outgoing
0	3	"the lounge event tonight, drew estate"	5/20/11 12:44	Incoming
0	3	Kewl	5/20/11 12:45	Outgoing
0	9	Bonfire. My place. Right now.	5/20/11 20:45	Outgoing
0	9	Can't. Got the Kid. Goin to get pizza. Thanks for thinking of me...the day before the world ends! Ha!	5/20/11 20:51	Incoming
0	9	Lol	5/20/11 20:51	Outgoing
0	9	He can come too if u guys get bored	5/20/11 20:52	Outgoing
0	4	Bonfire. Our place. Right now.	5/20/11 20:53	Outgoing
0	4	I'm at work until 11	5/20/11 20:54	Incoming
0	4	"K no prob, txt when done if u aren't too tired"	5/20/11 20:55	Outgoing
0	4	Yes ma'am	5/20/11 21:03	Incoming
0	4	Sir ;)	5/20/11 21:04	Outgoing
0	4	Lol. Sorry	5/20/11 21:15	Incoming
0	4	bonfire still going on	5/20/11 22:16	Incoming
0	4	I'm getting off in 25mins. Are there still alot of people at your house?	5/20/11 22:33	Incoming
0	4	Yup	5/20/11 22:34	Outgoing
0	4	I'm just leaving the city now. So I should be there by 1230-1	5/20/11 23:32	Incoming
0	4	K not sure if we will still be Goin strong then lol	5/20/11 23:34	Outgoing
0	4	But we might be :)	5/20/11 23:34	Outgoing
0	4	Me steve and jim r still kicking	5/21/11 0:17	Outgoing
0	4	I just went home. I could barely stay awake driving.	5/21/11 0:32	Incoming
0	4	Lol no prob	5/21/11 1:00	Outgoing
0	3	U gng tnght	5/21/11 13:58	Incoming
0	3	Not sure yet	5/21/11 14:43	Outgoing
0	3	K	5/21/11 14:44	Incoming
0	3	Got any plans for later?	5/21/11 16:58	Incoming
0	3	"Tons, but thinking of doing another bonfire later lol"	5/21/11 18:12	Outgoing
0	3	"Cool, we're down :)"	5/21/11 18:15	Incoming
0	3	"If u guys want, we could even do something at Jenny's, whatever u want"	5/21/11 18:19	Incoming
0	3	Yeah we have to go to a going away party for a little while then will call u when we leave	5/21/11 18:31	Outgoing
0	3	We will probably start the bonfire at 9pm	5/21/11 18:32	Outgoing
0	8	Bonfire tonight at 9pm (again)	5/21/11 18:33	Outgoing
0	9	Bonfire tonight at 9pm (again)	5/21/11 18:34	Outgoing
0	9	"If you have any next weekend, let me know. My youngest isn't super sociable and I like to be here with him."	5/21/11 18:36	Incoming
0	9	"No problem, will let u know"	5/21/11 18:37	Outgoing
1	11	"Bonfire tonight at 9pm if u guys wanna come, we'll have some hydro"	5/21/11 18:38	Outgoing
0	7	Bonfire tonight at 9pm (again)	5/21/11 18:45	Outgoing
0	7	Just got done with the picnic tables.I'm not moving to far from the house. Thanks anyways.	5/21/11 18:48	Incoming
0	7	Lol no prob	5/21/11 18:49	Outgoing
0	4	"I work until 11. I'll be there, I promise!"	5/21/11 20:20	Incoming
0	4	Lol no biggie.	5/21/11 20:20	Outgoing
0	4	U guys out there?	5/21/11 21:40	Incoming
0	4	Come on out	5/21/11 21:40	Outgoing
0	4	Yes	5/21/11 21:40	Outgoing
0	4	I just left work. I'll be there by midnight.	5/21/11 23:03	Incoming
0	4	Going strong	5/21/11 23:06	Outgoing
0	4	Yes!!	5/21/11 23:08	Incoming
0	3	U still down for grappling?	5/22/11 10:56	Outgoing
0	3	"Yeah, when's good?"	5/22/11 10:57	Incoming
0	3	How about 11:45 or so	5/22/11 10:58	Outgoing
0	3	Sounds good	5/22/11 10:59	Incoming
0	3	"Think i can meet with ya today or tomo for a bit? I'm having some fustrating software problems, i'm guessing it's easily fixable though"	5/24/11 9:49	Incoming
0	1	Can u help me recall everything that I help you with so I can make this list for Mel	5/24/11 13:47	Incoming
0	1	I will be back in office in a little bit	5/24/11 14:08	Outgoing
0	1	Ok	5/24/11 14:09	Incoming
0	1	Waiting at light	5/24/11 20:34	Outgoing
0	15	Yeeeha love new orleans love amy	5/25/11 21:07	Incoming
0	4	Hey! So how you lookin today?	5/26/11 11:48	Incoming
0	4	Later this evening could work	5/26/11 13:13	Outgoing
0	4	"Cool, bob's house gets out round 9."	5/26/11 13:14	Incoming
0	3	"Hey, I may have to cancel for tonight, I just found out that a friend of mine is celebrating his birthday after bob's house and wanted me to come. What are you doi"	5/26/11 19:44	Incoming
0	3	ng tomorrow night?	5/26/11 19:44	Incoming
0	3	No prob	5/26/11 19:44	Outgoing
0	3	Count me in for food today	5/27/11 8:06	Outgoing
0	3	I am coming in	5/27/11 8:06	Outgoing
0	3	K	5/27/11 8:08	Incoming
0	4	What are you up to tonight?	5/27/11 17:12	Incoming
0	4	Relaxing at home 	5/27/11 17:57	Outgoing
0	4	Plans may change on our trip in June	5/27/11 17:58	Outgoing
0	4	Are you still able to come from 10-19?	5/27/11 17:59	Outgoing
0	4	That would be two full weekends	5/27/11 18:00	Outgoing
0	4	We would leave early Friday the 10th and come back late the 19th	5/27/11 18:00	Outgoing
0	4	"Thats cool, you interested in seeing movie tonight? Ok, what's gonna change?"	5/27/11 18:00	Incoming
0	4	No not tonight	5/27/11 18:01	Outgoing
0	4	And we would take u to your house the 12th probably and then pick u up again on the 17th or 18th	5/27/11 18:03	Outgoing
0	4	Depending on when we decide to head back	5/27/11 18:04	Outgoing
0	4	"Oooo, so you are gonna leave earlier? I may have to check on that"	5/27/11 18:06	Incoming
0	4	"Yes because we want to go to visit friend in PA on the 12th, we want to surprise the dr. who is a friend of mine"	5/27/11 18:07	Outgoing
0	4	"Ahh ok, I may gave to either leave late and meet you put there, or leave early, I am not sure I can miss two Sundays in a row."	5/27/11 18:16	Incoming
0	4	K	5/27/11 18:21	Outgoing
0	4	"I'll let you know, after I talk to dr. mike"	5/27/11 18:23	Incoming
0	4	Well we were pretty much going to take u to ur house there cuz we want some alone time on our vacation lol	5/27/11 18:24	Outgoing
0	4	"Lol no I know, i'm just saying I may go one way with you guys instead of both."	5/27/11 18:33	Incoming
0	4	Lol gotcha	5/27/11 18:36	Outgoing
0	16	"Hey guys, just wanted to let you know I should be all moved into my new place by the 14th or 15th. Look forward to hanging out in PA. Let me know when you have "	5/29/11 15:08	Incoming
0	16	figured out details for your trip :)	5/29/11 15:08	Incoming
0	16	Will do	5/29/11 15:09	Outgoing
0	9	"BOB!! What are you doing? Jane decided to have a BBQ at her house tonight. I'm headed there now. If you're free, come on down! I think Mike is coming. Br"	5/29/11 17:54	Incoming
0	9	yan. I think Michelle.	5/29/11 17:55	Incoming
0	9	"I can't make it tonight, sorry. Already made plans. Thanks for the invite tho"	5/29/11 18:09	Outgoing
0	16	"As it stands, we will probably shoot to visit you on Friday the 17th"	5/30/11 11:06	Outgoing
0	16	"Sounds good, give me a call sometime beforehand and we can figure out details :)"	5/30/11 23:20	Incoming
0	16	Sounds good	5/31/11 10:23	Outgoing
0	9	You gonna be around this afternoon so I can drop off my computer?	6/1/11 10:22	Incoming
0	9	"Yeah, susie was here earlier too"	6/1/11 11:13	Outgoing
0	9	 She's a loser. She's ignoring me today so I don't come next door and bug her. She probably has to get to the beach by noon...  I'll be down around 3...I hope.	6/1/11 11:16	Incoming
0	9	Lol k	6/1/11 11:56	Outgoing
0	9	I'm on my way down there.	6/1/11 15:14	Incoming
0	9	"Bob, got Win7 installled. It's all good. My kid has a portable 500GB HDD so I'll be by Fri morn to copy the files. Thanks for your help!"	6/1/11 22:00	Incoming
0	9	Cool no prob	6/1/11 22:06	Outgoing
0	9	"Be sure to install antivirus. I recommend software, which is free"	6/1/11 22:07	Outgoing
0	9	What about AVG?	6/1/11 22:37	Incoming
0	9	Thats good too	6/1/11 22:38	Outgoing
0	3	the lounge event tonight	6/3/11 15:20	Incoming
0	3	"Cool, but my cuzins r coming over"	6/3/11 15:20	Outgoing
0	3	"Jenny and i are going to oriental buffet later for sushi, u and amber are welcome to join"	6/4/11 15:37	Incoming
0	3	"Near Chicago, probably not today"	6/4/11 15:38	Outgoing
0	4	Feel like going to flosmore station tonight?	6/6/11 18:45	Incoming
0	4	At a restaurant now lol	6/6/11 18:46	Outgoing
0	4	Tried calling u the other day	6/6/11 18:46	Outgoing
0	4	I need to know ur plans	6/6/11 18:46	Outgoing
0	4	We r leaving Friday morning	6/6/11 18:46	Outgoing
0	4	Well our resteraunt is better! Lol 	6/6/11 18:48	Incoming
0	4	"Yeah, I am not gonna be able to make it, there is just too much going on. Hopefully next time it will work out better"	6/6/11 18:49	Incoming
0	4	Ok no prob	6/6/11 18:50	Outgoing
0	4	"Ok, well I'll be here for a bit, so just try to get here as soon as you can and we should be able to get you all taken care of before the interview, this will o"	6/6/11 18:53	Incoming
0	4	nly take about 10 to 15 min	6/6/11 18:53	Incoming
0	4	Huh?	6/6/11 19:00	Outgoing
0	4	Ahhhh shoot wrong person lol	6/6/11 19:01	Incoming
0	4	Lol figured	6/6/11 19:06	Outgoing
0	8	I owe u lunch. U in the area?	6/8/11 11:15	Outgoing
0	8	At home waiting for the ac guys	6/8/11 11:17	Incoming
0	8	Gotcha	6/8/11 11:17	Outgoing
0	4	Dude! So did you get a message from sarah about playing for the summer retreat?	6/8/11 15:03	Incoming
0	4	Yeah	6/8/11 17:18	Outgoing
0	4	"Probably can, just not sure yet"	6/8/11 17:18	Outgoing
0	4	"That would be sweet!!! I am leading along with Sarah this time, and my room mate tim will be on electric so it will rock!!"	6/8/11 17:21	Incoming
0	4	Kewl	6/8/11 17:22	Outgoing
0	4	"Yeah man!! 
"	6/8/11 17:25	Incoming
0	6	U want to go out later on at bdubs tnght	6/9/11 11:08	Incoming
0	6	Can't	6/9/11 11:14	Outgoing
0	6	K hw about tmrrw nght	6/9/11 11:15	Incoming
0	4	U called me a minute ago but no one talked	6/9/11 11:15	Outgoing
0	4	Lol	6/9/11 11:15	Outgoing
0	4	No I am out of town for awhile starting tomorrow	6/9/11 11:15	Outgoing
0	4	"Hey, can you dome a favor while your out there?"	6/9/11 23:13	Incoming
0	4	"Maybe, what?"	6/9/11 23:14	Outgoing
0	4	Can you pick me up a case of yuengling to bring back?	6/9/11 23:19	Incoming
0	4	What is it?	6/9/11 23:19	Outgoing
0	4	Beer :) very good beer! you should pick your self up some too!	6/9/11 23:21	Incoming
0	4	Ok but can u text me in a few days to remind me?	6/9/11 23:21	Outgoing
0	4	And it is actually pretty cheap	6/9/11 23:22	Incoming
0	4	Yeah!	6/9/11 23:22	Incoming
0	4	Sweet thanks!!! Also I am excited you are coming with us in July!!	6/9/11 23:23	Incoming
0	4	Me too ;)	6/9/11 23:28	Outgoing
0	4	Sweet!!	6/9/11 23:29	Incoming
0	17	Can you give Jessica a call. It's about your cards	6/10/11 14:52	Incoming
0	17	K	6/10/11 14:57	Outgoing
0	6	U got any plans for tonight?	6/10/11 20:18	Incoming
0	6	Out of town	6/10/11 20:24	Outgoing
0	4	YEEEEEEEEEEEEEEES!!!! :)	6/11/11 18:32	Incoming
0	4	What do you think?	6/11/11 18:32	Incoming
0	4	"Not bad, but nothing to rave about lol. Tastes like Killians"	6/11/11 18:33	Outgoing
0	4	"Oh it is delicious, just wait, it will grow on you!! :)"	6/11/11 18:34	Incoming
0	4	Nahh.	6/11/11 18:35	Outgoing
0	4	Lol well just don't drink any when you bring me back a case! :) lol	6/11/11 18:38	Incoming
0	4	I won't ;) it's hard to justify a case of beer in a vehicle  that is missing cans/bottles to a police officer	6/11/11 18:41	Outgoing
0	4	Lol 	6/11/11 18:42	Incoming
0	8	Help. Outlook is not asking for a certificate. Darrin can get to his email on his browser. Any ideas?	6/13/11 9:16	Incoming
0	8	Hmm settings are right?	6/13/11 9:27	Outgoing
0	8	Is he saying yes when the popup comes up?	6/13/11 9:27	Outgoing
0	8	Did he accidentally say no and block it?	6/13/11 9:27	Outgoing
0	8	Everybodys is doing the same thing. The warning is not poping up.	6/13/11 9:29	Incoming
0	8	Ic I will hit up jim smith	6/13/11 9:29	Outgoing
0	8	Thanks	6/13/11 9:29	Incoming
0	8	Doesn't work on my phone either	6/13/11 9:31	Outgoing
0	8	They must be down	6/13/11 9:31	Outgoing
0	8	Ok	6/13/11 9:32	Incoming
0	8	Fyi outlook just came back up. Thanks	6/13/11 13:43	Incoming
0	8	Cool	6/13/11 14:37	Outgoing
0	16	"Hey guys, just wanted to reach out and see what ur plans were for Saturday. Were u planning on just coming by for the day or were u planning on staying overnigh"	6/15/11 8:34	Incoming
0	16	t? Need to know in order to work out work schedule	6/15/11 8:34	Incoming
0	16	"Just the day, we have a hotel for the night"	6/15/11 9:44	Outgoing
0	16	U staying in harrisburg or another city? I might have to work midnight shift on Saturday so I am trying to figure out details 	6/15/11 9:47	Incoming
0	16	"Staying in chambersburg, pretty close"	6/15/11 9:49	Outgoing
0	16	"I think that is about 30 minutes away. You guys are welcome to stay at my house if you want, I have two extra rooms and I won't be home "	6/15/11 9:52	Incoming
0	16	"Thanks for the offer, but remember my bro works for Holiday Inn, so we're all good ;)"	6/15/11 9:54	Outgoing
0	16	nt. I think I have to go into work at 6pm :( 	6/15/11 9:56	Incoming
0	16	"Sorry for all the questions, what time are u arriving on Saturday (ballpark)?"	6/15/11 9:58	Incoming
0	4	"Hey, don't forget the yuengling! :)"	6/16/11 14:32	Incoming
0	4	;)	6/16/11 15:51	Outgoing
0	4	Awwwwww yeah!! :D	6/16/11 18:16	Incoming
0	3	the lounge event tonight	6/17/11 13:19	Incoming
0	3	Still in DC	6/17/11 13:36	Outgoing
0	16	So we are aiming to be in Harrisburg area late tonight so that we can link up tomorrow. What time did u want to link up?	6/17/11 14:34	Outgoing
0	16	Anytime is good with me. If you guys come by early enough I can take you to gettysburg or hershey if u want. Just let me know whatever works for u guys 	6/17/11 14:56	Incoming
0	16	We have been to Gettysburg but not Hershey 	6/17/11 15:52	Outgoing
0	16	"Well u get off work at 3am and have to go back at 7, so whenever works for you. When do u normally wake up?"	6/17/11 15:54	Outgoing
0	16	I will most likely be up by 9am. 	6/17/11 15:56	Incoming
0	16	Let's shoot for 11am	6/17/11 18:29	Outgoing
0	16	Where are you guys staying? I will email you directions from there to my house tonight	6/17/11 18:30	Incoming
0	16	"Residence Inn in pittsburgh, PA."	6/17/11 18:31	Outgoing
0	16	Haha that's where I stayed for a few weeks 	6/17/11 18:33	Incoming
0	16	Lol nice. Got best rate there	6/17/11 18:34	Outgoing
0	16	"I will email directions in a few, it will take you about 25 minutes to get to my house "	6/17/11 18:37	Incoming
0	16	K	6/17/11 18:38	Outgoing
0	16	Good news ... I got put of working tomorrow :)	6/17/11 20:16	Incoming
0	16	Just now waking up... Lol. We got in late	6/18/11 10:26	Outgoing
0	16	"No problem. Take your time, I don't have a curfew anymore :) lol. I am up and ready, going to run to bank so just text me when u are on ur way  "	6/18/11 10:29	Incoming
0	16	Leaving now	6/18/11 11:45	Outgoing
0	16	"Headed home now .. be there in a sec, sorry "	6/18/11 12:13	Incoming
